Reporting level,Province/territory,Indicator,Metric,Data year,Unit of measurement,Indicator result
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,271
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,215
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,78
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,106
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,223
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,245
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,n/a
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,n/a
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,n/a
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,n/a
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,n/a
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,n/a
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,n/a
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,n/a
Provincial,Quebec,Lung Cancer Surgery,50thPercentile,2017,Days,21
Provincial,Quebec,Lung Cancer Surgery,90thPercentile,2017,Days,50
Provincial,Quebec,Lung Cancer Surgery,Volume,2017,Number of cases,"1,278"
Provincial,Quebec,MRI Scan,50thPercentile,2017,Days,n/a
Provincial,Quebec,MRI Scan,90thPercentile,2017,Days,n/a
Provincial,Quebec,MRI Scan,Volume,2017,Number of cases,n/a
Provincial,Quebec,Prostate Cancer Surgery,50thPercentile,2017,Days,35
Provincial,Quebec,Prostate Cancer Surgery,90thPercentile,2017,Days,85
Provincial,Quebec,Prostate Cancer Surgery,Volume,2017,Number of cases,865
Provincial,Quebec,Radiation Therapy,% Meeting Benchmark,2017,Proportion,97
Provincial,Quebec,Radiation Therapy,50thPercentile,2017,Days,n/a
Provincial,Quebec,Radiation Therapy,90thPercentile,2017,Days,n/a
Provincial,Quebec,Radiation Therapy,Volume,2017,Number of cases,"12,305"
Provincial,Saskatchewan,Bladder Cancer Surgery,50thPercentile,2017,Days,18
Provincial,Saskatchewan,Bladder Cancer Surgery,90thPercentile,2017,Days,30
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2017,Number of cases,254
Provincial,Saskatchewan,Breast Cancer Surgery,50thPercentile,2017,Days,21
Provincial,Saskatchewan,Breast Cancer Surgery,90thPercentile,2017,Days,42
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2017,Number of cases,332
Provincial,Saskatchewan,CABG,50thPercentile,2017,Days,3
Provincial,Saskatchewan,CABG,90thPercentile,2017,Days,22
Provincial,Saskatchewan,CABG,Volume,2017,Number of cases,181
Provincial,Saskatchewan,Cataract surgery,% Meeting Benchmark,2017,Proportion,77
Provincial,Saskatchewan,Cataract surgery,50thPercentile,2017,Days,59
Provincial,Saskatchewan,Cataract surgery,90thPercentile,2017,Days,175
Provincial,Saskatchewan,Cataract surgery,Volume,2017,Number of cases,"3,783"
Provincial,Saskatchewan,Colorectal Cancer Surgery,50thPercentile,2017,Days,19
Provincial,Saskatchewan,Colorectal Cancer Surgery,90thPercentile,2017,Days,39
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2017,Number of cases,213
Provincial,Saskatchewan,CT Scan,50thPercentile,2017,Days,17
Provincial,Saskatchewan,CT Scan,90thPercentile,2017,Days,58
Provincial,Saskatchewan,CT Scan,Volume,2017,Number of cases,"22,545"
Provincial,Saskatchewan,Hip Fracture Repair,% Meeting Benchmark,2017,Proportion,82
Provincial,Saskatchewan,Hip Fracture Repair,50thPercentile,2017,Hours,27
Provincial,Saskatchewan,Hip Fracture Repair,90thPercentile,2017,Hours,60
Provincial,Saskatchewan,Hip Fracture Repair,Volume,2017,Number of cases,442
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2017,Proportion,n/a
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,50thPercentile,2017,Hours,n/a
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,90thPercentile,2017,Hours,n/a
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,n/a
Provincial,Saskatchewan,Hip Replacement,% Meeting Benchmark,2017,Proportion,76
Provincial,Saskatchewan,Hip Replacement,50thPercentile,2017,Days,98
Provincial,Saskatchewan,Hip Replacement,90thPercentile,2017,Days,280
Provincial,Saskatchewan,Hip Replacement,Volume,2017,Number of cases,762
Regional,Saskatchewan,Hip Replacement,% Meeting Benchmark,2017,Proportion,n/a
Regional,Saskatchewan,Hip Replacement,50thPercentile,2017,Days,n/a
Regional,Saskatchewan,Hip Replacement,90thPercentile,2017,Days,n/a
Regional,Saskatchewan,Hip Replacement,Volume,2017,Number of cases,n/a
Regional,Saskatchewan,Hip Replacement,% Meeting Benchmark,2017,Proportion,100
Regional,Saskatchewan,Hip Replacement,50thPercentile,2017,Days,67
Regional,Saskatchewan,Hip Replacement,90thPercentile,2017,Days,91
Regional,Saskatchewan,Hip Replacement,Volume,2017,Number of cases,22
Regional,Saskatchewan,Hip Replacement,% Meeting Benchmark,2017,Proportion,n/a
Regional,Saskatchewan,Hip Replacement,50thPercentile,2017,Days,n/a
Regional,Saskatchewan,Hip Replacement,90thPercentile,2017,Days,n/a
Regional,Saskatchewan,Hip Replacement,Volume,2017,Number of cases,n/a
Regional,Saskatchewan,Hip Replacement,% Meeting Benchmark,2017,Proportion,67
Regional,Saskatchewan,Hip Replacement,50thPercentile,2017,Days,102
Regional,Saskatchewan,Hip Replacement,90thPercentile,2017,Days,312
Regional,Saskatchewan,Hip Replacement,Volume,2017,Number of cases,226
Regional,Saskatchewan,Hip Replacement,% Meeting Benchmark,2017,Proportion,78
Regional,Saskatchewan,Hip Replacement,50thPercentile,2017,Days,114
Regional,Saskatchewan,Hip Replacement,90thPercentile,2017,Days,244
Regional,Saskatchewan,Hip Replacement,Volume,2017,Number of cases,441
Regional,Saskatchewan,Hip Replacement,% Meeting Benchmark,2017,Proportion,98
Regional,Saskatchewan,Hip Replacement,50thPercentile,2017,Days,43
Regional,Saskatchewan,Hip Replacement,90thPercentile,2017,Days,111
Regional,Saskatchewan,Hip Replacement,Volume,2017,Number of cases,56
Regional,Saskatchewan,Hip Replacement,% Meeting Benchmark,2017,Proportion,24
Regional,Saskatchewan,Hip Replacement,50thPercentile,2017,Days,194
Regional,Saskatchewan,Hip Replacement,90thPercentile,2017,Days,276
Regional,Saskatchewan,Hip Replacement,Volume,2017,Number of cases,17
Provincial,Saskatchewan,Knee Replacement,% Meeting Benchmark,2017,Proportion,61
Provincial,Saskatchewan,Knee Replacement,50thPercentile,2017,Days,142
Provincial,Saskatchewan,Knee Replacement,90thPercentile,2017,Days,310
Provincial,Saskatchewan,Knee Replacement,Volume,2017,Number of cases,"1,289"
Regional,Saskatchewan,Knee Replacement,% Meeting Benchmark,2017,Proportion,n/a
Regional,Saskatchewan,Knee Replacement,50thPercentile,2017,Days,n/a
Regional,Saskatchewan,Knee Replacement,90thPercentile,2017,Days,n/a
Regional,Saskatchewan,Knee Replacement,Volume,2017,Number of cases,n/a
Regional,Saskatchewan,Knee Replacement,% Meeting Benchmark,2017,Proportion,100
Regional,Saskatchewan,Knee Replacement,50thPercentile,2017,Days,73
Regional,Saskatchewan,Knee Replacement,90thPercentile,2017,Days,105
Regional,Saskatchewan,Knee Replacement,Volume,2017,Number of cases,37
Regional,Saskatchewan,Knee Replacement,% Meeting Benchmark,2017,Proportion,n/a
Regional,Saskatchewan,Knee Replacement,50thPercentile,2017,Days,n/a
Regional,Saskatchewan,Knee Replacement,90thPercentile,2017,Days,n/a
Regional,Saskatchewan,Knee Replacement,Volume,2017,Number of cases,n/a
Regional,Saskatchewan,Knee Replacement,% Meeting Benchmark,2017,Proportion,53
Regional,Saskatchewan,Knee Replacement,50thPercentile,2017,Days,147
Regional,Saskatchewan,Knee Replacement,90thPercentile,2017,Days,345
Regional,Saskatchewan,Knee Replacement,Volume,2017,Number of cases,465
Regional,Saskatchewan,Knee Replacement,% Meeting Benchmark,2017,Proportion,61
Regional,Saskatchewan,Knee Replacement,50thPercentile,2017,Days,152
Regional,Saskatchewan,Knee Replacement,90thPercentile,2017,Days,294
Regional,Saskatchewan,Knee Replacement,Volume,2017,Number of cases,665
Regional,Saskatchewan,Knee Replacement,% Meeting Benchmark,2017,Proportion,98
Regional,Saskatchewan,Knee Replacement,50thPercentile,2017,Days,65
Regional,Saskatchewan,Knee Replacement,90thPercentile,2017,Days,137
Regional,Saskatchewan,Knee Replacement,Volume,2017,Number of cases,82
Regional,Saskatchewan,Knee Replacement,% Meeting Benchmark,2017,Proportion,43
Regional,Saskatchewan,Knee Replacement,50thPercentile,2017,Days,210
Regional,Saskatchewan,Knee Replacement,90thPercentile,2017,Days,293
Regional,Saskatchewan,Knee Replacement,Volume,2017,Number of cases,40
Provincial,Saskatchewan,Lung Cancer Surgery,50thPercentile,2017,Days,16
Provincial,Saskatchewan,Lung Cancer Surgery,90thPercentile,2017,Days,66
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2017,Number of cases,63
Provincial,Saskatchewan,MRI Scan,50thPercentile,2017,Days,34
Provincial,Saskatchewan,MRI Scan,90thPercentile,2017,Days,181
Provincial,Saskatchewan,MRI Scan,Volume,2017,Number of cases,"12,148"
Provincial,Saskatchewan,Prostate Cancer Surgery,50thPercentile,2017,Days,50
Provincial,Saskatchewan,Prostate Cancer Surgery,90thPercentile,2017,Days,204
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2017,Number of cases,82
Provincial,Saskatchewan,Radiation Therapy,% Meeting Benchmark,2017,Proportion,97
Provincial,Saskatchewan,Radiation Therapy,50thPercentile,2017,Days,7
Provincial,Saskatchewan,Radiation Therapy,90thPercentile,2017,Days,15
Provincial,Saskatchewan,Radiation Therapy,Volume,2017,Number of cases,"1,031"
Provincial,Alberta,Bladder Cancer Surgery,50thPercentile,2018,Days,32
Provincial,Alberta,Bladder Cancer Surgery,90thPercentile,2018,Days,73
Provincial,Alberta,Bladder Cancer Surgery,Volume,2018,Number of cases,528
Provincial,Alberta,Breast Cancer Surgery,50thPercentile,2018,Days,20
Provincial,Alberta,Breast Cancer Surgery,90thPercentile,2018,Days,59
Provincial,Alberta,Breast Cancer Surgery,Volume,2018,Number of cases,"1,257"
Provincial,Alberta,CABG,50thPercentile,2018,Days,8
Provincial,Alberta,CABG,90thPercentile,2018,Days,98
Provincial,Alberta,CABG,Volume,2018,Number of cases,533
Provincial,Alberta,Cataract surgery,% Meeting Benchmark,2018,Proportion,49
Provincial,Alberta,Cataract surgery,50thPercentile,2018,Days,116
Provincial,Alberta,Cataract surgery,90thPercentile,2018,Days,320
Provincial,Alberta,Cataract surgery,Volume,2018,Number of cases,"11,684"
Provincial,Alberta,Colorectal Cancer Surgery,50thPercentile,2018,Days,23
Provincial,Alberta,Colorectal Cancer Surgery,90thPercentile,2018,Days,56
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2018,Number of cases,472
Provincial,Alberta,CT Scan,50thPercentile,2018,Days,22
Provincial,Alberta,CT Scan,90thPercentile,2018,Days,114
Provincial,Alberta,CT Scan,Volume,2018,Number of cases,"81,297"
Provincial,Alberta,Hip Fracture Repair,% Meeting Benchmark,2018,Proportion,94
Provincial,Alberta,Hip Fracture Repair,50thPercentile,2018,Hours,17
Provincial,Alberta,Hip Fracture Repair,90thPercentile,2018,Hours,41
Provincial,Alberta,Hip Fracture Repair,Volume,2018,Number of cases,"1,399"
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2018,Proportion,90
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,50thPercentile,2018,Hours,24
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,90thPercentile,2018,Hours,48
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,"1,273"
Provincial,Alberta,Hip Replacement,% Meeting Benchmark,2018,Proportion,70
Provincial,Alberta,Hip Replacement,50thPercentile,2018,Days,129
Provincial,Alberta,Hip Replacement,90thPercentile,2018,Days,265
Provincial,Alberta,Hip Replacement,Volume,2018,Number of cases,"2,250"
Regional,Alberta,Hip Replacement,% Meeting Benchmark,2018,Proportion,44
Regional,Alberta,Hip Replacement,50thPercentile,2018,Days,194
Regional,Alberta,Hip Replacement,90thPercentile,2018,Days,338
Regional,Alberta,Hip Replacement,Volume,2018,Number of cases,218
Regional,Alberta,Hip Replacement,% Meeting Benchmark,2018,Proportion,80
Regional,Alberta,Hip Replacement,50thPercentile,2018,Days,117
Regional,Alberta,Hip Replacement,90thPercentile,2018,Days,225
Regional,Alberta,Hip Replacement,Volume,2018,Number of cases,862
Regional,Alberta,Hip Replacement,% Meeting Benchmark,2018,Proportion,71
Regional,Alberta,Hip Replacement,50thPercentile,2018,Days,126
Regional,Alberta,Hip Replacement,90thPercentile,2018,Days,228
Regional,Alberta,Hip Replacement,Volume,2018,Number of cases,239
Regional,Alberta,Hip Replacement,% Meeting Benchmark,2018,Proportion,69
Regional,Alberta,Hip Replacement,50thPercentile,2018,Days,133
Regional,Alberta,Hip Replacement,90thPercentile,2018,Days,261
Regional,Alberta,Hip Replacement,Volume,2018,Number of cases,789
Regional,Alberta,Hip Replacement,% Meeting Benchmark,2018,Proportion,59
Regional,Alberta,Hip Replacement,50thPercentile,2018,Days,128
Regional,Alberta,Hip Replacement,90thPercentile,2018,Days,329
Regional,Alberta,Hip Replacement,Volume,2018,Number of cases,142
Provincial,Alberta,Knee Replacement,% Meeting Benchmark,2018,Proportion,66
Provincial,Alberta,Knee Replacement,50thPercentile,2018,Days,131
Provincial,Alberta,Knee Replacement,90thPercentile,2018,Days,298
Provincial,Alberta,Knee Replacement,Volume,2018,Number of cases,"3,287"
Regional,Alberta,Knee Replacement,% Meeting Benchmark,2018,Proportion,48
Regional,Alberta,Knee Replacement,50thPercentile,2018,Days,190
Regional,Alberta,Knee Replacement,90thPercentile,2018,Days,384
Regional,Alberta,Knee Replacement,Volume,2018,Number of cases,426
Regional,Alberta,Knee Replacement,% Meeting Benchmark,2018,Proportion,82
Regional,Alberta,Knee Replacement,50thPercentile,2018,Days,112
Regional,Alberta,Knee Replacement,90thPercentile,2018,Days,238
Regional,Alberta,Knee Replacement,Volume,2018,Number of cases,"1,170"
Regional,Alberta,Knee Replacement,% Meeting Benchmark,2018,Proportion,60
Regional,Alberta,Knee Replacement,50thPercentile,2018,Days,157
Regional,Alberta,Knee Replacement,90thPercentile,2018,Days,276
Regional,Alberta,Knee Replacement,Volume,2018,Number of cases,355
Regional,Alberta,Knee Replacement,% Meeting Benchmark,2018,Proportion,62
Regional,Alberta,Knee Replacement,50thPercentile,2018,Days,136
Regional,Alberta,Knee Replacement,90thPercentile,2018,Days,305
Regional,Alberta,Knee Replacement,Volume,2018,Number of cases,"1,094"
Regional,Alberta,Knee Replacement,% Meeting Benchmark,2018,Proportion,52
Regional,Alberta,Knee Replacement,50thPercentile,2018,Days,143
Regional,Alberta,Knee Replacement,90thPercentile,2018,Days,369
Regional,Alberta,Knee Replacement,Volume,2018,Number of cases,242
Provincial,Alberta,Lung Cancer Surgery,50thPercentile,2018,Days,34
Provincial,Alberta,Lung Cancer Surgery,90thPercentile,2018,Days,69
Provincial,Alberta,Lung Cancer Surgery,Volume,2018,Number of cases,314
Provincial,Alberta,MRI Scan,50thPercentile,2018,Days,77
Provincial,Alberta,MRI Scan,90thPercentile,2018,Days,279
Provincial,Alberta,MRI Scan,Volume,2018,Number of cases,"61,701"
Provincial,Alberta,Prostate Cancer Surgery,50thPercentile,2018,Days,43
Provincial,Alberta,Prostate Cancer Surgery,90thPercentile,2018,Days,98
Provincial,Alberta,Prostate Cancer Surgery,Volume,2018,Number of cases,676
Provincial,Alberta,Radiation Therapy,% Meeting Benchmark,2018,Proportion,100
Provincial,Alberta,Radiation Therapy,50thPercentile,2018,Days,7
Provincial,Alberta,Radiation Therapy,90thPercentile,2018,Days,19
Provincial,Alberta,Radiation Therapy,Volume,2018,Number of cases,"4,240"
Provincial,British Columbia,Bladder Cancer Surgery,50thPercentile,2018,Days,24
Provincial,British Columbia,Bladder Cancer Surgery,90thPercentile,2018,Days,60
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2018,Number of cases,"1,695"
Provincial,British Columbia,Breast Cancer Surgery,50thPercentile,2018,Days,19
Provincial,British Columbia,Breast Cancer Surgery,90thPercentile,2018,Days,43
Provincial,British Columbia,Breast Cancer Surgery,Volume,2018,Number of cases,"2,131"
Provincial,British Columbia,CABG,50thPercentile,2018,Days,6
Provincial,British Columbia,CABG,90thPercentile,2018,Days,62
Provincial,British Columbia,CABG,Volume,2018,Number of cases,"1,060"
Provincial,British Columbia,Cataract surgery,% Meeting Benchmark,2018,Proportion,64
Provincial,British Columbia,Cataract surgery,50thPercentile,2018,Days,70
Provincial,British Columbia,Cataract surgery,90thPercentile,2018,Days,253
Provincial,British Columbia,Cataract surgery,Volume,2018,Number of cases,"31,978"
Provincial,British Columbia,Colorectal Cancer Surgery,50thPercentile,2018,Days,21
Provincial,British Columbia,Colorectal Cancer Surgery,90thPercentile,2018,Days,56
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2018,Number of cases,932
Provincial,British Columbia,CT Scan,50thPercentile,2018,Days,23
Provincial,British Columbia,CT Scan,90thPercentile,2018,Days,95
Provincial,British Columbia,CT Scan,Volume,2018,Number of cases,"140,411"
Provincial,British Columbia,Hip Fracture Repair,% Meeting Benchmark,2018,Proportion,85
Provincial,British Columbia,Hip Fracture Repair,50thPercentile,2018,Hours,27
Provincial,British Columbia,Hip Fracture Repair,90thPercentile,2018,Hours,59
Provincial,British Columbia,Hip Fracture Repair,Volume,2018,Number of cases,"1,532"
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2018,Proportion,n/a
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,50thPercentile,2018,Hours,n/a
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,90thPercentile,2018,Hours,n/a
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,n/a
Provincial,British Columbia,Hip Replacement,% Meeting Benchmark,2018,Proportion,67
Provincial,British Columbia,Hip Replacement,50thPercentile,2018,Days,120
Provincial,British Columbia,Hip Replacement,90thPercentile,2018,Days,321
Provincial,British Columbia,Hip Replacement,Volume,2018,Number of cases,"3,614"
Regional,British Columbia,Hip Replacement,% Meeting Benchmark,2018,Proportion,51
Regional,British Columbia,Hip Replacement,50thPercentile,2018,Days,177
Regional,British Columbia,Hip Replacement,90thPercentile,2018,Days,354
Regional,British Columbia,Hip Replacement,Volume,2018,Number of cases,782
Regional,British Columbia,Hip Replacement,% Meeting Benchmark,2018,Proportion,77
