reporting_level,province/territory,region,indicator,metric,data_year,unit_of_measurement,indicator_result,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,unnamed:_15,unnamed:_16,unnamed:_17,unnamed:_18,unnamed:_19,unnamed:_20,unnamed:_21,unnamed:_22,unnamed:_23,unnamed:_24,unnamed:_25,unnamed:_26,unnamed:_27
Regional,Nova Scotia,Western Zone,Hip Replacement,50th Percentile,2019.0,Days,328.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Western Zone,Hip Replacement,90th Percentile,2019.0,Days,574.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Western Zone,Hip Replacement,Volume,2019.0,Number of cases,123.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Northern Zone,Hip Replacement,% Meeting Benchmark,2019.0,Proportion,80.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Northern Zone,Hip Replacement,50th Percentile,2019.0,Days,77.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Northern Zone,Hip Replacement,90th Percentile,2019.0,Days,320.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Northern Zone,Hip Replacement,Volume,2019.0,Number of cases,107.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Eastern Zone,Hip Replacement,% Meeting Benchmark,2019.0,Proportion,77.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Eastern Zone,Hip Replacement,50th Percentile,2019.0,Days,90.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Eastern Zone,Hip Replacement,90th Percentile,2019.0,Days,236.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Eastern Zone,Hip Replacement,Volume,2019.0,Number of cases,111.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,60.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,50th Percentile,2019.0,Days,162.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,90th Percentile,2019.0,Days,356.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,Volume,2019.0,Number of cases,457.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Knee Replacement,% Meeting Benchmark,2019.0,Proportion,47.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Knee Replacement,50th Percentile,2019.0,Days,195.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Knee Replacement,90th Percentile,2019.0,Days,531.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Knee Replacement,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Western Zone,Knee Replacement,% Meeting Benchmark,2019.0,Proportion,21.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Western Zone,Knee Replacement,50th Percentile,2019.0,Days,377.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Western Zone,Knee Replacement,90th Percentile,2019.0,Days,613.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Western Zone,Knee Replacement,Volume,2019.0,Number of cases,258.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Northern Zone,Knee Replacement,% Meeting Benchmark,2019.0,Proportion,49.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Northern Zone,Knee Replacement,50th Percentile,2019.0,Days,189.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Northern Zone,Knee Replacement,90th Percentile,2019.0,Days,531.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Northern Zone,Knee Replacement,Volume,2019.0,Number of cases,205.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Eastern Zone,Knee Replacement,% Meeting Benchmark,2019.0,Proportion,70.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Eastern Zone,Knee Replacement,50th Percentile,2019.0,Days,109.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Eastern Zone,Knee Replacement,90th Percentile,2019.0,Days,300.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Eastern Zone,Knee Replacement,Volume,2019.0,Number of cases,245.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,47.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,50th Percentile,2019.0,Days,188.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,90th Percentile,2019.0,Days,553.0,,,,,,,,,,,,,,,,,,,,
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,Volume,2019.0,Number of cases,623.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Lung Cancer Surgery,50th Percentile,2019.0,Days,43.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Lung Cancer Surgery,90th Percentile,2019.0,Days,84.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Lung Cancer Surgery,Volume,2019.0,Number of cases,179.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,MRI Scan,50th Percentile,2019.0,Days,50.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,MRI Scan,90th Percentile,2019.0,Days,251.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,MRI Scan,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Prostate Cancer Surgery,50th Percentile,2019.0,Days,55.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Prostate Cancer Surgery,90th Percentile,2019.0,Days,106.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Prostate Cancer Surgery,Volume,2019.0,Number of cases,91.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Radiation Therapy,% Meeting Benchmark,2019.0,Proportion,96.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Radiation Therapy,50th Percentile,2019.0,Days,10.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Radiation Therapy,90th Percentile,2019.0,Days,25.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Radiation Therapy,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Bladder Cancer Surgery,50th Percentile,2019.0,Days,23.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Bladder Cancer Surgery,90th Percentile,2019.0,Days,62.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Bladder Cancer Surgery,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Breast Cancer Surgery,50th Percentile,2019.0,Days,16.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Breast Cancer Surgery,90th Percentile,2019.0,Days,32.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Breast Cancer Surgery,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CABG,50th Percentile,2019.0,Days,8.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CABG,90th Percentile,2019.0,Days,52.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CABG,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Cataract surgery,% Meeting Benchmark,2019.0,Proportion,72.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Cataract surgery,50th Percentile,2019.0,Days,63.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Cataract surgery,90th Percentile,2019.0,Days,223.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Cataract surgery,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Colorectal Cancer Surgery,50th Percentile,2019.0,Days,19.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Colorectal Cancer Surgery,90th Percentile,2019.0,Days,41.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Colorectal Cancer Surgery,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CT Scan,50th Percentile,2019.0,Days,6.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CT Scan,90th Percentile,2019.0,Days,50.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CT Scan,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair,% Meeting Benchmark,2019.0,Proportion,86.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair,50th Percentile,2019.0,Hours,24.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair,90th Percentile,2019.0,Hours,56.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2019.0,Proportion,78.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019.0,Hours,30.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2019.0,Hours,62.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Replacement,% Meeting Benchmark,2019.0,Proportion,85.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Replacement,50th Percentile,2019.0,Days,77.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Replacement,90th Percentile,2019.0,Days,234.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Replacement,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Erie St. Clair LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,79.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Erie St. Clair LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,67.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Erie St. Clair LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,282.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Erie St. Clair LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,479.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South West LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,65.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South West LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,127.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South West LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,426.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South West LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,964.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Waterloo Wellington LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,61.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Waterloo Wellington LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,141.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Waterloo Wellington LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,424.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Waterloo Wellington LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,392.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Hamilton Niagara Haldimand Brant LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,76.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Hamilton Niagara Haldimand Brant LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,108.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Hamilton Niagara Haldimand Brant LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,325.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Hamilton Niagara Haldimand Brant LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central West LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,79.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central West LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,112.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central West LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,231.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central West LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,154.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Mississauga Halton LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,86.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Mississauga Halton LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,78.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Mississauga Halton LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,211.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Mississauga Halton LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,527.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Toronto Central LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,96.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Toronto Central LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,54.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Toronto Central LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,153.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Toronto Central LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,95.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,55.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,139.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,972.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,94.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,58.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,163.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,660.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,89.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,63.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,195.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,474.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,95.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,82.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,169.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,982.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,77.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,101.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,292.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,239.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,88.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,61.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,197.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,447.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Hip Replacement,% Meeting Benchmark,2019.0,Proportion,85.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Hip Replacement,50th Percentile,2019.0,Days,72.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Hip Replacement,90th Percentile,2019.0,Days,204.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Hip Replacement,Volume,2019.0,Number of cases,190.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,% Meeting Benchmark,2019.0,Proportion,80.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,50th Percentile,2019.0,Days,85.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,90th Percentile,2019.0,Days,281.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Erie St. Clair LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,76.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Erie St. Clair LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,81.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Erie St. Clair LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,282.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Erie St. Clair LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,967.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South West LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,58.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South West LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,150.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South West LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,418.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South West LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Waterloo Wellington LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,53.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Waterloo Wellington LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,166.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Waterloo Wellington LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,471.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Waterloo Wellington LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,747.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Hamilton Niagara Haldimand Brant LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,69.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Hamilton Niagara Haldimand Brant LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,118.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Hamilton Niagara Haldimand Brant LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,389.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Hamilton Niagara Haldimand Brant LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central West LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,58.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central West LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,149.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central West LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,408.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central West LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,589.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Mississauga Halton LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,71.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Mississauga Halton LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,98.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Mississauga Halton LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,287.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Mississauga Halton LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Toronto Central LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,95.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Toronto Central LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,48.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Toronto Central LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,155.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Toronto Central LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,91.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,69.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,181.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,93.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,69.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,173.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,90.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,68.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,183.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,791.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,96.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,83.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,162.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,74.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,118.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,301.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,439.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,82.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,67.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,263.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,882.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Knee Replacement,% Meeting Benchmark,2019.0,Proportion,71.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Knee Replacement,50th Percentile,2019.0,Days,127.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Knee Replacement,90th Percentile,2019.0,Days,263.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Knee Replacement,Volume,2019.0,Number of cases,364.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Lung Cancer Surgery,50th Percentile,2019.0,Days,19.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Lung Cancer Surgery,90th Percentile,2019.0,Days,40.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Lung Cancer Surgery,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,MRI Scan,50th Percentile,2019.0,Days,35.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,MRI Scan,90th Percentile,2019.0,Days,114.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,MRI Scan,Volume,2019.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Prostate Cancer Surgery,50th Percentile,2019.0,Days,40.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Prostate Cancer Surgery,90th Percentile,2019.0,Days,113.0,,,,,,,,,,,,,,,,,,,,
